Date(UTC),Price,ERC-20 Unique Address Total Count,ERC-20 Unique Address Receive Count,ERC-20 Unique Address Sent Count,Average Txn Fee (USD),Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count,Price (Wei),Gas Used,Hash Rate,Total Address,Transaction Count,Uncle Count,VelCur1yr,TxCnt,TxTfrCnt,TxTfrValMeanNtv,SplyAct1d,SplyAct7d,SplyAct30d,NVTAdj,NVTAdjFF,CapMVRVCur,CapMVRVFF
10/26/2018,203.37,205231,172584,82484,0.18,269457,176675,168404,16417658883,37790304411,247418.1596,47718011,551218,853,18.67401175,551218,354696,5.372793622,10413633.79,16478103.23,22968730.7,62.72820351,61.29546498,0.61823665,0.60411587
10/27/2018,202.79,222025,192937,92455,0.14,245069,162407,145110,14137366445,34908844690,249171.0755,47809901,499165,783,18.57795442,499165,315156,3.519017192,8979716.738,15412774.31,22972430.11,106.1309751,103.7073762,0.62087605,0.60669777
10/28/2018,203.72,222645,193686,120719,0.13,247335,143445,169854,12960915217,34801193735,247255.9293,47934643,509862,762,18.45992199,509862,321018,3.458177575,5907950.081,15386210.84,22932144.3,106.6966585,104.2606228,0.62430644,0.61005264
10/29/2018,195.67,223101,175070,101497,0.14,293856,192604,181990,14943596679,35640730470,245030.1321,48024536,614695,826,18.36308974,614695,377065,5.77789309,6724354.789,14245616.66,22940177.56,54.89067769,53.63769429,0.60093096,0.58721357
10/30/2018,196.19,246601,192525,108629,0.14,302838,197381,184489,14925838057,35022078049,246201.3542,48138271,608397,820,18.26901308,608397,362703,4.974570081,9491854.513,14187258.43,22898936.62,66.74437602,65.22175687,0.60557184,0.59175711
10/31/2018,197.85,242185,199321,98855,0.14,295978,190073,188062,14904469017,35624494130,250905.0699,48250925,585707,817,18.17045304,585707,352669,5.785031779,9155964.216,14483341.39,23054398.36,57.72909526,56.41240134,0.60981471,0.59590596
11/01/2018,198.73,246810,213404,83282,0.14,274530,170343,183072,14202259616,34809635846,244006.5278,48339674,589096,817,18.0444783,589096,355622,4.972251609,6806289.757,14253757.63,23058857.33,66.93443131,65.40808085,0.61321759,0.59923398
11/02/2018,201.02,224767,202567,55710,0.16,239953,145802,169082,15183112207,34820768824,238273.7031,48402315,548534,783,17.9022051,548534,319005,6.492073044,8440551.089,13538789.07,23136144.5,56.95070172,55.65227093,0.61887095,0.60476118
11/03/2018,199.47,222388,195179,68632,0.16,231302,142399,155987,16145620959,33992268567,238121.4847,48470030,505015,737,17.78517336,505015,305378,3.92769385,8122556.619,12476763.84,22753006.45,99.33664747,97.07229458,0.61450669,0.60049917
11/04/2018,211.3,164676,132589,72346,0.15,238198,149941,155116,13064568368,34551676453,242188.0672,48544458,510848,789,17.71361229,510848,304431,5.499658645,6001884.731,12194727.02,22568083.7,73.18670715,71.51876382,0.64957989,0.6347758
11/05/2018,209.7,175110,147017,58461,0.18,264180,169366,182030,16749446191,35479168187,240396.5874,48609822,582354,873,17.65547703,582354,364247,7.000230263,6924692.291,12632865.47,22677909.71,46.1439776,45.092553,0.64401502,0.62934066
11/06/2018,219.56,246755,210433,68792,0.19,253403,164016,175100,17333551729,35232747104,240620.5981,48676699,597166,835,17.57439755,597166,353197,5.906068963,7531834.599,12736234.3,22781878.73,59.71334267,58.3529975,0.67428949,0.65892832
11/07/2018,217.99,205427,177031,61241,0.18,239804,145758,174466,16337162082,35282954657,242339.0598,48744599,564602,829,17.51121906,564602,337246,6.95035579,9570131.457,12651764.19,23290806.44,52.21434599,51.02507379,0.67010524,0.65484243
11/08/2018,211.29,204822,177431,66790,0.21,234637,143971,167980,18892302279,34928286756,244303.624,48825756,555392,827,17.40857125,555392,334974,5.886680353,9619395.329,12761076.68,23475813.82,61.17624884,59.78312727,0.65227399,0.63742024
11/09/2018,209.39,201540,164236,75969,0.16,259704,166806,167533,15752819992,34364620711,239347.1981,48914856,547848,795,17.23825299,547848,331080,5.455544212,9396388.523,12849839.98,23495222.31,66.00565283,64.50284999,0.64534031,0.63064734
11/10/2018,211.9,226292,184594,88904,0.13,240780,151171,156262,12031282399,35048287080,241506.2067,49034192,489120,844,17.109642,489120,292488,4.091934178,8147517.916,12673644.53,23392310.11,99.98827728,97.71221588,0.65284203,0.63798121
11/11/2018,211.7,303995,232783,125288,0.11,265503,174648,165631,10621852227,35261652912,246520.2576,49155935,527799,789,16.99060534,527799,314152,3.876120163,7192852.555,12568245.76,23314762.79,100.3335297,98.05005893,0.64873215,0.63396778
11/12/2018,210.81,230343,192472,72658,0.16,262680,168474,170909,14368146227,35126834156,240140.4087,49240352,571162,727,16.83072071,571162,343191,5.828533235,8916410.78,13519394.87,23235116.94,58.69047829,57.3550164,0.64697636,0.63225485
11/13/2018,206.42,190341,155959,74191,0.18,250433,157552,169423,15059123069,33996251185,242075.0552,49339262,553590,802,16.73034632,553590,332708,5.706148174,8405200.14,13433924.28,23595686.76,64.61365378,63.14370291,0.63460253,0.62016542
11/14/2018,182.72,185638,155043,74921,0.18,259730,170439,176195,17416039750,35751989357,242719.7623,49443512,582181,776,16.64728275,582181,356417,9.371837373,9646387.425,13904809.02,23691826.67,37.32688898,36.47787343,0.55537959,0.54274725
11/15/2018,181.53,144760,118548,53499,0.2,250766,162047,175957,18474728790,35050498504,241426.555,49560454,563051,722,16.5124044,563051,356663,10.07759986,10766914.43,14135650.21,24117677.49,34.24347812,33.46474699,0.56297432,0.55017172
11/16/2018,174.84,166027,139405,58818,0.17,241016,152296,170244,16120812190,35420405742,245905.3567,49672558,552107,696,16.38065944,552107,325215,7.733586231,8709817.313,13713666.91,23817061.32,48.91925924,47.8070046,0.54729564,0.53485203
11/17/2018,174.22,176769,149900,62338,0.14,221406,138414,155735,13275250100,34989887308,236757.3434,49807101,505581,675,16.23884039,505581,294412,5.150987167,8567491.006,13518213.87,23714371.61,80.87587181,79.0373909,0.5487503,0.53627604
11/18/2018,177.53,158636,127325,66047,0.17,216845,133266,147332,14895978165,36390346551,237403.7532,49921455,484801,697,16.12942726,484801,284310,7.476136273,7960681.282,13823521.55,23831140.78,61.90606846,60.49908696,0.55823932,0.54555184
11/19/2018,148.22,146267,113771,60736,0.15,292342,205686,177683,17028262287,39183219447,234641.4812,50016033,622942,767,16.0528099,622942,395619,13.8693595,11676484.2,16673944.29,25318733.61,22.5307359,22.01876319,0.48110099,0.47016879
11/20/2018,130.74,146852,111905,66918,0.14,266500,179409,188654,17960754304,37830924179,230234.6676,50112968,625752,772,15.94295463,625752,378833,17.49205672,12050765.71,17965747.3,25675690.78,19.74521636,19.29662677,0.42061386,0.41105798
11/21/2018,136.5,198280,168087,59672,0.12,235548,152401,168217,15269813534,36979108654,221561.8192,50205344,579531,726,15.81761443,579531,339445,12.46410657,12699817.45,18250686.22,25704666.24,29.22053837,28.5568098,0.44961473,0.43940198
11/22/2018,124.83,207326,176656,61478,0.11,230275,151104,156300,15007551180,35312592066,215752.1927,50303512,568895,699,15.67664565,568895,320417,8.982460001,11778273.26,18508595.95,26147491.53,41.6736177,40.73123849,0.42276008,0.41320007
11/23/2018,123.37,192478,157138,61640,0.12,230964,151266,161554,15807815573,36169776966,218447.3683,50396902,559992,708,15.54362522,559992,324999,10.92480574,11219717.36,19068022.88,26363725.09,35.65747303,34.85164071,0.41347151,0.40412737
11/24/2018,112.75,169116,140674,65474,0.1,205019,132718,141198,15420458863,32414441192,216064.3952,50497348,497091,652,15.42648955,497091,295496,8.911037637,10644745.03,18981866.67,26320666.11,47.5609767,46.48634202,0.38086606,0.37226043
11/25/2018,116.75,158144,129360,71829,0.12,223133,147337,160250,16305637620,33912327881,212268.4544,50606198,529038,621,15.30477394,529038,332111,13.67240334,9750188.763,19397664.87,26023713.89,28.18231822,27.5456653,0.39318103,0.38429887
11/26/2018,108.87,166572,136126,80880,0.1,235607,154101,159493,16319129861,35194617770,212144.5729,50713235,557388,731,15.18422096,557388,339358,11.35801431,11281870.53,19978420.09,26112349.18,32.37840182,31.64709899,0.36693085,0.3586433
11/27/2018,110.19,197046,176106,72621,0.09,224852,148349,153930,14675345264,36450146880,195098.6206,50826889,565825,704,15.01642615,565825,330961,10.08928463,10534088.62,18598821.34,26198501.11,38.28263208,37.41814058,0.37900944,0.37045072
11/28/2018,122.88,196754,169204,64272,0.13,249355,153228,182007,16292970940,38279118175,187566.5787,50928490,622580,727,14.8113716,622580,367826,10.38621672,10130747.89,17523322.79,26511842.98,31.8165505,31.098213,0.42144303,0.41192791
11/29/2018,117.48,149548,128926,48349,0.16,221155,139939,160805,20346219794,40567003945,190642.8421,50997261,555591,688,14.57271119,555591,341120,11.66231496,9828605.069,17099959.22,26548168.82,30.36261077,29.67723269,0.40763014,0.39842867
11/30/2018,112.87,190402,165307,62979,0.17,236868,154881,167334,22652461526,41498304998,189699.1171,51066463,599039,711,14.48479276,599039,396594,44.37743865,16337726.49,21766646.35,31433019.53,8.29350767,8.10633356,0.38680613,0.3780764
12/01/2018,118.5,150568,129324,46693,0.13,216397,133357,150229,17360683398,37855433451,194472.9925,51170245,525757,630,14.42254366,525757,325999,48.00037901,21018456.74,25816856.05,35936200.73,9.5677375,9.35193923,0.39897866,0.38997978
12/02/2018,115.96,159834,135141,58667,0.12,208558,132122,140635,15744999974,36978836176,186119.0702,51266182,492410,569,14.21544021,492410,302383,5.140039806,14848701.64,25570524.43,35872592.76,79.22281791,77.43630293,0.39215367,0.3833104
12/03/2018,108.23,183392,160558,56636,0.12,223148,143838,157446,17352151387,38468734821,185698.7963,51341410,548100,592,14.0301353,548100,337004,7.642935963,10288164.44,25524431.98,35944589.34,48.74600766,47.64696828,0.36794301,0.35964728
12/04/2018,109.82,181522,159593,53241,0.12,217979,137585,155263,17192821913,38517989207,189779.3064,51408467,565202,608,13.84898743,565202,325957,7.771567771,10842248.28,25141862.3,36088480.6,48.13213619,47.04714324,0.37206288,0.36367585
12/05/2018,101.57,194658,166148,64177,0.11,235788,156409,159728,17707618986,39852764865,185236.3756,51481451,595937,654,13.77731869,595937,350440,9.231229498,11406084.01,24941306.85,36371833.34,38.41338142,37.54763299,0.34822197,0.34037386
12/06/2018,90.43,213209,186616,64439,0.08,232183,149322,163171,16361316325,38989485540,188467.1311,51568681,590923,608,13.6756747,590923,342005,13.19779228,10128661.83,25143072.33,36308222.45,28.16889439,27.53415384,0.31503695,0.3079381
12/07/2018,93.61,161395,133606,64060,0.08,246293,166672,166579,16593133453,37593409260,180043.8657,51673057,572417,618,13.61536167,572417,363750,15.76596389,11796290.45,26725291.97,36488911.77,22.48553082,21.97895096,0.32164176,0.31439545
12/08/2018,91.44,214896,163537,90419,0.06,259985,184804,157619,12334654966,36351324362,176367.3456,51790645,552651,576,13.55025107,552651,341182,9.05012215,12821334.37,21849103.17,36429116.65,41.82734292,40.8851861,0.31749678,0.31034519
12/09/2018,94.42,236458,188820,82023,0.06,229165,153463,154398,11985499611,36042196703,174777.9395,51895391,507555,500,13.50724307,507555,312019,8.494024972,11536915.9,16839904.87,36475117.6,47.16062745,46.09853946,0.32637723,0.319027
12/10/2018,90.7,296651,254140,73592,0.07,254919,158795,175048,13943396527,36021573269,184534.788,51981661,555379,581,13.46600743,555379,340889,8.077792472,11715382.72,17134467.03,36426455.1,44.99815377,43.98496177,0.31444501,0.30736487
12/11/2018,88.05,262080,225701,78678,0.06,221500,146046,152459,14800362183,35585775449,177759.9197,52076236,536006,550,13.42517303,536006,300370,9.571124121,11662196.55,16974215.37,36504887.46,42.88823506,41.92273084,0.30728913,0.30037141
12/12/2018,90.52,253312,215719,96213,0.06,222636,151945,147198,14460515241,35633103181,172754.9686,52193947,533920,534,13.31323194,533920,298787,8.983609106,11777583.57,17032470.11,36734734.85,47.52293152,46.4532927,0.31507885,0.3079871
12/13/2018,86.39,222441,192227,77878,0.07,224605,148425,152766,17612949432,36378262445,171179.1852,52290412,565689,568,13.23197409,565689,311521,10.4184221,12168872.25,16685489.66,36701034.1,37.36330699,36.5224996,0.30236014,0.29555596
12/14/2018,83.9,208150,180272,73760,0.09,225717,148869,155025,29183615469,35301553719,167959.6613,52385920,567306,533,13.13515528,567306,321159,9.465785789,12935942.72,16892986.59,36727871.91,41.25954,40.33122713,0.29645094,0.28978098
12/15/2018,84.27,215901,178283,91663,0.05,232086,161896,150849,12752651260,36402769541,171971.1573,52554426,551916,571,13.05010458,551916,320833,6.232289784,12134230.9,15575217.38,36471719.14,62.24068222,60.84057454,0.29579961,0.28914558
12/16/2018,85.39,235812,194222,133490,0.05,235005,161571,168400,11777989321,35819776292,169448.7942,52734916,516697,548,12.98450351,516697,309814,6.220635057,8669558.445,15582281.11,36206927.14,64.22968867,62.78510987,0.29946449,0.29272929
12/17/2018,95.44,215103,180597,76138,0.07,236333,156778,163013,13823213704,36051418221,166783.1153,52823998,570051,538,12.93897547,570051,327165,11.87565983,10227874.46,15706148.15,36471088.42,32.11661106,31.39441452,0.33649934,0.32893258
12/18/2018,102.44,206054,180860,59028,0.12,223395,144162,156280,31672019232,36527372942,163361.85,52904128,556320,497,12.88582478,556320,311718,12.25361612,12861236.23,15902648.25,36771481.8,32.65944206,31.92517244,0.36012113,0.35202467
12/19/2018,100.63,201711,175543,61924,0.08,245097,166388,163977,15897547045,36762367264,165252.0656,53016535,597824,484,12.81477996,597824,341849,14.63126394,13981150.67,17432166.87,37400707.63,25.52957758,24.95595551,0.3610743,0.35296135
12/20/2018,116.43,204332,173854,81965,0.09,246086,167251,164131,15781758963,37023946256,164235.7302,53145017,602429,478,12.73200576,602429,341817,15.43423437,15019295.28,18819335.64,36849436.74,23.99335559,23.45457924,0.41000337,0.40079665
12/21/2018,109.44,207682,176424,66881,0.08,241999,158889,163461,15818617345,36552504498,166137.2784,53260475,606526,505,12.64823154,606526,336013,15.69228481,14246875.8,18474742.37,35511125.65,23.8806625,23.34451383,0.38848702,0.37976504
12/22/2018,118.36,205218,174982,77156,0.08,202438,128889,141139,14021469358,34836369241,168323.7647,53411834,495551,489,12.5277192,495551,284053,9.481450174,11157682.17,17940837.57,35092831.38,48.74059898,47.64651619,0.41466708,0.40535902
12/23/2018,131.56,170749,143480,69011,0.09,227784,149885,150586,14622664850,35278772565,169348.9776,53568032,543655,494,12.46336926,543655,324886,10.44696698,10159476.57,18210786.51,34711421.05,36.78274226,35.95758174,0.46495142,0.454521
12/24/2018,140.87,214510,185437,73089,0.1,252832,161392,175995,16608758417,36861433769,177137.159,53696267,615551,487,12.42940401,615551,355835,12.53661475,10798114.35,19170902.37,35447363.17,28.42124001,27.78377285,0.50207255,0.49081144
12/25/2018,130.99,174792,149793,54304,0.11,227288,151206,146113,14765402060,37583083400,182556.3271,53748718,535001,454,12.38790856,535001,310352,8.4864073,12541016.94,18874308.42,35296307.84,46.92513231,45.87282976,0.45816263,0.44788827
12/26/2018,132.61,233833,205725,63481,0.12,233172,160624,145711,24477635489,36661738118,189689.6534,53831016,560047,526,12.31961856,560047,311073,7.449840189,11724300.41,18730060.37,35317115.7,53.62258223,52.42031089,0.4667826,0.45631688
12/27/2018,116.72,276238,244057,77332,0.07,238363,164942,146541,13530493595,35126659397,184499.9643,53920367,548411,486,12.24689964,548411,306457,10.65392774,11708619.02,18329883.71,35368148.55,40.32058851,39.41672555,0.41302625,0.40376748
12/28/2018,139.73,251209,217961,112735,0.09,248362,164509,166825,14151079675,36116056243,181452.6836,54019749,572189,487,12.14740626,572189,320147,10.32378118,13295982.86,17568836.53,35361671.48,38.2412449,37.38415075,0.48612785,0.47523235
12/29/2018,137.3,202145,175330,88244,0.08,242319,173014,146515,12984151825,35134737753,182108.4782,54124503,543746,492,12.03963187,543746,314305,12.90903332,12788635.55,17712547.85,35004308.42,33.60418499,32.85115904,0.50287937,0.4916105
12/30/2018,141.33,194855,170527,60824,0.17,207808,140079,137623,15843483124,37035235634,183085.9828,54188552,460395,459,11.89430844,460395,339334,5.372776352,9433649.692,17948945.79,35069680.79,68.30181594,66.77153843,0.49833465,0.48716964
12/31/2018,133.49,275515,248255,73562,0.08,226013,155403,141695,13844116120,35111827402,185526.8826,54276809,522040,480,11.8249666,522040,297079,7.948925273,8906962.475,17510454.87,30799883.94,52.78119324,51.59886546,0.47254964,0.46196427
01/01/2019,142.66,154076,131417,63353,0.1,201242,135734,127592,14330651283,32962591808,174844.3888,54327948,448168,428,11.75869062,448168,267641,6.818708288,11221087.88,16418202.48,26096860.91,69.52152897,67.96448837,0.501839,0.49059955
01/02/2019,156.57,232928,199220,73115,0.09,240316,165887,150981,13518333631,35364525440,180873.7589,54388687,589959,515,11.64399874,589959,311698,9.783867954,10343209.35,16962399.92,26258061.84,41.70494246,40.77106815,0.55484275,0.54241848
01/03/2019,149.44,223609,168858,96162,0.08,259752,183856,153289,12695511480,33987627591,181264.0069,54458244,596620,464,11.52953541,596620,303833,9.009389532,9498193.914,17481619.16,26267507.38,46.02906608,44.99896136,0.52864019,0.51680952
01/04/2019,156.04,199775,170440,68163,0.1,228945,157214,148502,14197164275,33754357918,180399.7742,54525800,549398,459,11.36551148,549398,300816,13.80759708,14212229.62,17785101.31,26299582.54,28.8108417,28.16618154,0.54952594,0.53722996
01/05/2019,156.23,189913,164448,69347,0.15,216107,146872,141315,24120227063,32335694087,185468.098,54595373,511189,456,11.22178998,511189,289351,15.58946499,12886643.25,17321902.11,26488674.24,25.66702385,25.09280785,0.55361162,0.54122637
01/06/2019,158.61,172245,142219,74712,0.1,221028,150961,139149,13443565864,30112976964,187186.1718,54672252,487372,413,11.09350611,487372,286841,9.454697318,10297335.22,16902431.33,26359342.53,48.41806888,47.33738004,0.55912841,0.54664869
01/07/2019,152.09,200445,171843,73724,0.09,249640,167336,160430,15727137336,31915860028,190298.3768,54744349,550964,476,10.99550756,550964,324553,8.402287964,8005867.685,16984071.16,26324775.94,45.64917299,44.6304621,0.5410863,0.52901137
01/08/2019,151.1,189455,155503,79916,0.09,246656,172132,159019,13679045245,31137208059,184981.6534,54823492,553367,427,10.86432571,553367,327994,7.85329452,9977180.27,17365275.02,26798159.36,49.17000252,48.07290758,0.53747466,0.52548237
01/09/2019,151.17,195368,165444,76070,0.08,248538,169040,162443,13525936033,31279267451,190211.5117,54897425,558847,468,10.72519201,558847,316707,7.852135045,10112044.75,17764149.39,26638110.91,50.54345184,49.415907,0.53987829,0.52783446
01/10/2019,127.96,190462,166100,70180,0.08,243553,164827,162471,15364969669,32195149893,186276.7852,54967991,582839,450,10.58302157,582839,323254,10.84186691,11923352.09,18899670.46,27012716.4,36.03278403,35.22908688,0.46188903,0.45158677
01/11/2019,127.16,202007,171224,63566,0.08,235447,163141,148627,13631672273,33318084869,186790.9227,55053105,541838,429,10.46501266,541838,319791,13.17406496,12488394.03,18873368.51,27272555.82,27.83035316,27.20971392,0.45627489,0.44609959
01/12/2019,125.83,148875,126972,65730,0.07,189309,122361,128672,12182668844,29702483987,181093.0092,55128379,452707,420,10.35521236,452707,268282,6.167362145,10437779.23,17702054.35,27153443.7,77.32287391,75.59880418,0.45438856,0.44425705
01/13/2019,116.56,154020,125783,66101,0.06,198740,128361,139811,12299362181,29548320450,182569.7794,55207215,481347,413,10.28664117,481347,289783,10.02646516,7524653.64,17336304.19,27823966.69,40.71899158,39.8112356,0.42384764,0.41439873
01/14/2019,129.74,157757,122703,57908,0.11,271125,195302,151241,19179700938,33474170588,184943.4647,55258635,577239,439,10.08123864,577239,376071,10.28823972,9167956.521,17164785.71,27816297.64,30.96570203,30.27549705,0.47036371,0.45987962
01/15/2019,121.22,151502,125837,53465,0.09,245116,172573,147122,18403886289,31544999460,188708.0399,55314941,539896,415,9.988177138,539896,337141,8.227560325,11738107.99,17291207.83,27904744.12,44.73379644,43.73688091,0.44292432,0.43305352
01/16/2019,123.12,139005,112445,61110,0.1,216883,144089,143390,20629866067,32162670591,179529.688,55385026,507687,390,9.863690325,507687,294134,9.730213648,12152774.64,17744851.72,27971089.12,42.25200073,41.31055204,0.45083728,0.44079184
01/17/2019,123.72,170517,135252,65690,0.08,216437,145169,141741,13639170146,30901966019,177700.9741,55444772,517082,388,9.726480104,517082,288731,8.589439009,12851901.43,17656450.1,27881671.58,51.49076122,50.34365124,0.45235215,0.44227466
01/18/2019,120.57,173144,138492,65648,0.08,217354,146986,146564,14390713391,31952137313,177754.3264,55507961,538899,353,9.603193742,538899,294896,6.452957077,13859825.1,18150946.17,27777552.67,65.63140479,64.17014732,0.44174902,0.43191365
01/19/2019,124.85,174000,144684,56414,0.08,208201,138168,137895,12427478085,33878498386,184503.3671,55562840,539125,362,9.52550569,539125,291727,5.468533225,10068162.01,17021545.94,27044540.9,80.68080767,78.88479084,0.45636238,0.44620341
01/20/2019,118.41,172802,142908,57890,0.07,196352,132806,131013,12387866392,33077247331,184550.3414,55626534,537705,365,9.464781612,537705,259173,7.165411664,10408003.44,17181949.92,26571026.96,66.35347474,64.87664649,0.43521185,0.42552534
01/21/2019,116.72,212127,181234,57449,0.07,215040,143304,142811,13567626739,33763981311,178144.598,55679196,582751,324,9.409714113,582751,294678,6.861103231,10823359.37,16792903.4,26469174.18,63.40778047,61.99673247,0.42995283,0.42038486
01/22/2019,119.12,278813,250891,55260,0.1,207146,136438,140787,18561474026,34637145295,180021.9752,55724989,605558,331,9.339484589,605558,275938,7.50166264,12225118.79,17163170.36,27043377.52,62.15163275,60.76875136,0.44056514,0.43076251
01/23/2019,117.57,164943,132676,60622,0.08,215198,147626,142880,13308904468,31630703208,168483.6724,55785116,533819,297,9.269815636,533819,294763,7.258530232,10106762.88,16613686.33,27035173.85,60.3248128,58.98278072,0.43471843,0.42504735
01/24/2019,117.7,178040,149488,58925,0.08,209817,145665,136004,14394162195,31679636794,175286.5866,55838500,520130,313,9.205846177,520130,286302,9.148871285,11881744.8,16621094.75,27090539.84,50.05288474,48.94001988,0.43535499,0.4256754
01/25/2019,115.92,169512,131691,69792,0.07,213051,146123,142498,13857565780,30938949942,175620.0016,55898905,504903,289,9.183125026,504903,294464,7.389985184,12112727.64,15502904.79,27138738.52,59.8057924,58.47628802,0.43089808,0.42131906
01/26/2019,116.33,159265,134376,63485,0.07,196601,123843,136592,12616710414,33241053039,170993.5618,55995951,464380,319,9.095601462,464380,267567,5.236250699,11044056.23,15203722.49,27049038.96,93.78199498,91.69750638,0.43148997,0.42189926
01/27/2019,112.27,152721,115115,79854,0.06,201501,140118,140496,11788620538,31494607522,168650.5178,56062208,488814,306,9.050596646,488814,291878,6.9894515,8196321.814,15051167.36,26947883.79,62.21102315,60.82847074,0.41985527,0.41052457
01/28/2019,106.36,165443,140512,58232,0.07,242450,162901,159521,15213901906,33400327582,155983.8223,56123743,568564,289,9.011013793,568564,342861,10.42321272,11003089.02,15702544,26808590.79,36.64782383,35.83349756,0.39847231,0.38961813
01/29/2019,104.75,198171,171001,61588,0.06,219778,152733,142820,12439032644,32867605159,146880.6219,56180844,566026,323,8.954342179,566026,306746,8.360575646,12343650.95,16002933.81,26384055.77,49.47996275,48.38066479,0.39406571,0.38531074
01/30/2019,109.04,159790,135797,57951,0.07,208898,139512,144660,13051979777,32975674787,145301.9116,56247615,555347,272,8.895319268,555347,303494,9.301399249,9283023.296,15923561.24,26584929.89,43.8414715,42.86758888,0.40710112,0.39805788
01/31/2019,106.89,190176,167698,52832,0.08,208575,142724,140651,14209971121,35261654580,150028.8135,56294559,517057,326,8.835762759,517057,289394,8.919511609,9455955.333,16038447.74,26525522.18,48.87382799,47.78832034,0.40062661,0.39172853
02/01/2019,107.03,182809,161415,49467,0.08,204710,137469,136113,13234562600,32761450415,143116.014,56348640,498856,287,8.770079354,498856,283581,7.157854727,12255208.76,15786024.9,26981469.75,62.26896672,60.88614974,0.40437959,0.39539947
02/02/2019,111,144508,125789,47701,0.07,183802,116852,125229,12000569516,30168904532,143036.2313,56413792,450314,304,8.669818951,450314,256394,5.221515692,10427630.11,15697580.39,26865480.68,92.989438,90.92471452,0.41160897,0.40246967
02/03/2019,107.21,141225,125444,49801,0.06,169639,107546,115155,11637460620,28022576836,139150.9121,56473542,424378,248,8.619634063,424378,228710,6.29293988,8911570.953,15731638.29,26785175.34,84.8596325,82.975696,0.40236043,0.39342778
02/04/2019,106.9,169160,152066,53555,0.07,166444,101681,116723,12082194503,28109457360,141058.0782,56532748,416394,222,8.577663217,416394,220794,5.42417287,10099869.23,16840923.97,27353652.32,107.4240971,105.0395661,0.40508712,0.39609526
02/05/2019,106.93,120622,98804,49831,0.07,168852,104858,115426,12593215644,27984580259,141593.6815,56597847,414815,275,8.513330794,414815,234106,4.888714883,10340652.08,16346352.12,26686536.14,110.4460048,107.9947563,0.40564886,0.39664585
02/06/2019,104.5,117784,102919,47297,0.07,173441,104705,123242,12593166346,28696360299,139435.1741,56654699,429065,237,8.441839374,429065,239198,8.336894601,11137000.03,16157011.23,26486203.25,64.00334687,62.5830584,0.39610329,0.38731342
02/07/2019,104.3,117578,102124,43481,0.07,169031,105025,117004,14057368181,29441176225,139449.921,56703723,428676,244,8.386461965,428676,237017,6.868759635,12676156.7,17834540.69,27707556.72,77.06794484,75.35799325,0.40495776,0.39597273
02/08/2019,119.49,130813,111899,42177,0.08,186134,123866,122525,13310836398,30304669218,142467.7242,56747159,471952,267,8.372422922,471952,270807,9.130753544,12837443.9,17549522.23,27530236.95,52.52066355,51.35552892,0.4583933,0.44822416
02/09/2019,119.46,100960,81088,42574,0.08,170698,107532,116914,12390959208,29701599787,141162.9802,56788042,417129,246,8.333202224,417129,241266,5.695473623,10698300.18,16577504.69,27432179.69,92.45613577,90.40536065,0.46088424,0.45066134
02/10/2019,125.58,107996,94228,34760,0.09,157443,98713,107878,12847065310,26786193364,145132.8832,56820596,381151,181,8.291042109,381151,225409,7.198249894,8092418.718,16540442.72,27227758.66,78.89693921,77.14714469,0.48156962,0.47088925
02/11/2019,120.76,118840,99447,41846,0.09,179265,117185,120302,13977805236,27611571189,142235.6399,56858176,429007,209,8.271587154,429007,246754,9.228628458,10080219.95,16546132.17,26432730.03,56.3498092,55.10022669,0.4669473,0.45659254
02/12/2019,122.63,139289,117915,47055,0.09,184724,116886,128657,13012487105,28573833622,147544.2715,56909425,438111,207,8.240682839,438111,248377,6.992782942,9777611.164,16740419.79,26763285.27,76.39172085,74.69791583,0.47153349,0.46107836
02/13/2019,122.31,183047,155036,50816,0.09,189676,123583,132790,13713241302,29584055361,142540.4061,56955462,491354,208,8.196266998,491354,251548,8.221180119,8329441.94,16780641.44,26285008.77,58.29273325,57.00039123,0.47131967,0.46087057
02/14/2019,120.85,171978,141374,55243,0.1,189326,126718,128807,19148327564,29051955302,140337.5751,57002535,474782,221,8.163782856,474782,246681,7.53049008,7696466.699,16726754.85,26080487.55,67.46776328,65.97219871,0.46762715,0.45726121
02/15/2019,122.02,177909,153715,54100,0.11,193086,128615,130435,14753437258,30180437810,139939.2522,57047908,468599,225,8.125350305,468599,250668,7.192160553,10394574.09,16115323.1,26787073.61,70.25105856,68.69399039,0.47102055,0.46058069
02/16/2019,123.26,138799,113105,48923,0.1,183084,119855,124045,13510079150,29978364164,144000.9622,57096498,454309,233,8.092787167,454309,244548,4.93177737,11310448.67,14996891.69,27126871.62,100.4989123,98.27266074,0.47659499,0.46603746
02/17/2019,134.28,127308,104311,47986,0.11,178009,117429,120731,13757940835,29860882794,140520.5263,57142661,447945,217,8.069323113,447945,237857,8.240366804,10352226.93,15473535.89,26369036.71,64.10287992,62.68304889,0.51870126,0.50721241
02/18/2019,146.53,137794,111035,52262,0.14,225128,153474,149765,17094399315,31150438004,144791.9973,57195769,512455,271,8.059592691,512455,301817,11.23206763,12536514.63,18354749.69,26619176.08,36.09928036,35.29980954,0.56094026,0.54851743
