Price,ERC-20 Unique Address Total Count,ERC-20 Unique Address Receive Count,ERC-20 Unique Address Sent Count,Average Txn Fee (USD),Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count,Price (Wei),Gas Used,Hash Rate,Total Address,Transaction Count,Uncle Count
49.06,2825,2542,938,0.04,33517,21790,29582,22247794560,3525902049,16894.3097,1326892,94570,350
50.25,2826,2520,800,0.04,32440,20434,29297,22247087954,2829505044,16458.957,1335886,84348,295
53.07,8813,8510,964,0.04,33267,20753,30110,22264312196,3116605361,17141.823,1344798,93064,369
51.91,4682,4295,1110,0.04,38708,25204,35315,22337722011,3137212539,17183.9723,1359106,96209,355
49.91,3378,2917,1260,0.04,44816,30937,36090,22421222086,3436349297,17643.5302,1373457,103102,377
50.6,2237,1954,683,0.04,32156,20449,27643,22145659410,2573095663,17342.0731,1381163,80572,342
48.55,1984,1743,655,0.04,35603,23267,31555,22176202916,2994651161,17320.8014,1391454,88948,337
44.13,1910,1527,931,0.03,42730,29661,35761,22176569227,3376865972,16564.8723,1404395,100221,360
44.43,2831,2435,842,0.03,35399,22527,31476,22335006404,2864503196,17593.0096,1414615,86279,386
44.9,2437,2106,806,0.04,35449,23591,30329,22438228964,2984719130,18094.6996,1424910,87411,362
43.23,2759,2463,795,0.03,40228,26864,36352,22774967565,3183645283,17967.3505,1438686,95177,364
42.31,2696,2366,808,0.03,32355,19736,29253,22133175527,3272867342,18253.0325,1446866,92846,373
44.37,1911,1700,598,0.03,29309,17676,26479,22134943280,2355623725,18340.2159,1453582,72144,340
43.72,1663,1449,469,0.03,28630,16166,26030,21963656913,2602180314,18009.4232,1459569,74557,349
43.74,1989,1671,719,0.04,31501,19423,27863,22330645586,2760816737,18072.1973,1466596,75487,342
43.74,3379,3115,669,0.03,30688,18808,27288,22007626117,2679717515,18671.3934,1472733,75891,331
46.38,2269,1630,1284,0.05,32314,20161,28957,23067711028,3182442702,18555.8787,1482952,80347,365
49.97,3812,3343,1028,0.04,34022,21678,30563,22310955741,2759203997,18205.074,1491389,84124,375
47.32,2766,2372,862,0.04,32508,19803,28855,22257379067,2852421954,19833.812,1498483,81155,402
48.89,2330,2011,697,0.04,30949,18411,28156,22240477959,2598033805,19260.1407,1505072,74820,388
48.22,1971,1725,626,0.04,27818,15288,25600,22100218538,2501650359,19591.7831,1509655,70634,390
47.94,1782,1525,715,0.04,29469,16721,27256,22255010723,2751457420,19889.9768,1516032,72546,376
49.88,4894,4473,1532,0.04,34029,19892,31155,22747420158,3260252456,20302.3049,1524359,83303,343
47.88,6627,6084,2106,0.04,34368,20316,30808,22626922333,3465363718,20078.8856,1533074,85734,290
49.36,3385,2795,1423,0.04,35730,21016,32837,22480105997,3408878184,20288.8866,1543098,85450,314
48.27,3597,3192,1170,0.05,31523,18218,28183,22819358782,3790138031,20805.2888,1554295,81278,303
48.41,2880,2463,1095,0.05,30641,17112,27984,22631052480,3110233611,20900.958,1562066,73539,286
48.75,2539,2176,1012,0.04,30828,17448,28304,21898039096,3017245471,21389.0055,1568696,77073,328
49.94,3362,2780,1345,0.05,35372,20726,31313,22992421400,3142866515,20664.8066,1578342,80531,327
50.09,4854,4311,1509,0.04,33726,19908,30107,21734015245,3587460558,21582.4498,1586304,93033,354
53.28,4275,3542,1834,0.04,41016,20665,37616,22048839796,3389558270,21292.624,1602843,89642,318
63.14,7937,5311,4341,0.05,47165,29736,40235,22377947330,3855782843,21617.4059,1618627,104494,312
72.42,6804,5264,2808,0.05,42682,26253,37437,22130700584,3606508681,22951.0371,1630945,106193,337
69.83,5360,4477,2304,0.05,39536,22754,35801,22799209590,3072854430,23467.3816,1641718,91335,301
79.83,6216,4509,4049,0.07,41994,25037,37267,22541845100,3369941640,22938.2706,1653821,95202,311
77.53,13112,12024,4958,0.07,48109,28430,42986,22989649815,4407350348,23205.2792,1669821,112202,340
77.25,7029,5825,3484,0.08,45811,28032,40187,22975461233,4635194345,23246.7388,1684958,110354,373
80.37,6766,5891,2688,0.06,41383,23952,37465,22182605256,3466927160,23614.2464,1696532,97334,361
94.55,8202,7300,2559,0.08,51347,30710,46832,22523480694,4146025194,23265.2011,1714907,114877,326
90.79,5427,4247,2517,0.07,50155,30332,44678,22905913235,3703774549,24468.9937,1730408,108514,369
94.82,6400,5540,2257,0.08,43008,25424,38797,22254507120,3895528821,24415.8585,1745794,95014,362
90.46,5179,4239,2710,0.09,48106,29273,43130,22863576069,4383783590,24862.0244,1764766,106631,357
88.39,6271,5123,3307,0.07,55812,36709,47762,22304778708,4371120763,24481.3196,1783436,117509,338
86.27,6517,5336,2975,0.08,51935,32256,45894,22419891708,4941861347,25606.8006,1803804,112933,380
87.83,5857,4817,3281,0.08,50607,29323,45588,22141501610,4977215293,25352.2733,1824150,109673,375
88.2,6158,5089,3137,0.08,52792,31967,47465,22276386524,5037332202,25792.7606,1843910,117189,333
85.15,5375,4529,2301,0.09,47119,29061,41418,22224260597,5266065050,26696.7857,1859936,107241,394
87.96,5840,5171,2356,0.09,42641,24739,38108,22176736929,5077306379,26056.3076,1873850,101332,357
88.72,4221,3186,2243,0.09,44544,26087,39935,22054420864,5160924870,26882.1696,1887630,101348,336
90.32,6362,5072,2929,0.1,52285,32247,45331,22225479222,6301530936,27814.0407,1905488,122792,403
87.8,4895,3904,2479,0.1,51989,32063,45962,22338079736,6372683499,28230.111,1925960,116341,391
86.98,9493,8567,3783,0.14,59674,39035,52232,26658490658,7720771554,26762.9284,1948759,140135,341
95.88,7556,6271,3434,0.11,59137,37851,51402,22641931556,7193965880,27740.2141,1971006,137409,321
124.38,7249,5679,3611,0.13,72169,48426,60119,22510140833,8397664033,28816.636,1999707,161568,344
123.06,7043,4957,3948,0.15,52745,35710,44840,22578527232,7231434396,29609.4667,2023543,130912,329
148,7207,5584,4048,0.16,60760,37460,53475,22366670221,7608565060,30501.1451,2048157,149699,402
160.39,6379,4947,3409,0.17,76577,45948,67510,22950916506,8262616027,31382.7051,2081167,176255,387
169.5,9096,7680,3951,0.23,84640,48510,74414,22876914693,10792046776,30236.4543,2125866,187121,403
193.03,9990,8346,4777,0.28,82374,50560,71487,23511877462,11331763125,30975.705,2168376,187293,404
177.33,8414,6955,3918,0.21,82062,49905,71840,22627478169,9970769428,31139.2104,2207418,183010,413
162.83,6704,5551,2939,0.2,75845,47245,65375,22767260891,9457379360,31197.0515,2241682,169818,412
156.63,5528,4453,2460,0.19,65466,38766,58183,22312210827,8220637008,32153.7231,2268468,149450,431
172.86,6814,5354,3712,0.21,64125,37142,56582,21916364414,8823289197,31940.9693,2294589,155271,429
194.17,6535,5415,3147,0.24,69704,41825,60600,22429141176,8502914345,34015.7294,2323137,158547,447
228.58,8041,6591,3586,0.38,84395,50693,73773,24758885831,12123850008,36263.7391,2366959,193618,524
228.64,8124,6283,4006,0.68,104711,67708,88704,38210063774,12807114092,35309.9381,2412281,214126,458
220.7,8604,6971,3631,0.28,95855,62824,77532,23808562950,10585577059,37244.2449,2451291,199160,460
222.04,15512,13884,3614,0.33,80502,49256,69559,22913829909,12488700413,36298.9273,2492717,194911,372
224.3,8790,7123,3983,0.29,79531,48997,69123,22677818318,10201890636,37390.2818,2527880,175666,405
244.96,9350,7793,4306,0.35,81766,48682,69775,23508783552,10633567472,38378.7011,2563971,180136,388
247.75,9819,8262,4094,0.29,90497,56116,77549,22886137204,9761889950,39283.0384,2601805,190305,411
264.26,10671,9124,4048,0.35,93828,55596,83384,23539130279,10984663716,39838.9042,2644769,200523,388
255.77,13786,11880,4980,0.34,91968,54607,81147,23555770569,11557499687,41466.1245,2689057,207180,425
259.41,11313,9844,4048,0.33,87377,49390,77396,23571788218,10261845222,41827.9352,2726519,187700,432
279.11,18390,16637,4437,0.32,98492,60241,83999,22518978783,11058393071,41762.2012,2767132,215831,424
335.95,10995,9339,4806,0.34,102906,59854,91389,22422146714,9841868154,43934.269,2810475,213356,400
339.68,10423,8629,4163,0.44,116208,68811,100530,23843612254,12661099741,45025.9063,2865993,240490,451
394.66,24061,21795,4996,0.69,144434,94846,117403,30391141090,15111081528,44971.345,2925305,292941,508
388.09,14253,11554,6067,0.41,140874,85554,116928,24903912970,12308459502,46524.8904,2984707,280054,515
343.84,13633,10938,5660,0.35,125711,75613,108085,22812812579,11460738761,47653.2451,3038110,250410,480
344.68,15647,14033,4292,0.37,128893,78059,111131,23411815379,11866655521,48524.7456,3090555,261617,452
353.61,13878,12158,4231,0.37,116219,68726,100558,22083654403,11936721304,49363.4715,3138669,248003,450
368.1,12322,10661,4172,0.36,114518,69795,98144,20940055933,11471789945,50988.985,3185110,242022,506
351.53,10448,8734,4564,0.36,117716,72037,101350,19777146521,12442644327,51996.5122,3237942,245957,488
358.2,21596,18689,7980,0.35,135922,78328,116447,21054562068,13844965069,52568.3389,3298513,286209,523
350.53,28499,25701,5851,0.82,151616,92075,127823,35606261848,16318742376,53605.3273,3360729,308488,500
325.3,20806,18574,3677,1.34,127585,90089,75725,58264077197,16194449431,54107.974,3393171,221289,449
320.97,15716,12560,7144,0.77,149841,89360,117949,41150573699,16900771803,54738.2538,3449269,284225,477
326.85,17418,13972,8439,0.56,141004,82559,115978,40960227374,12816221982,54340.7602,3505293,276012,436
304.54,12480,10331,5471,0.78,129925,77939,105364,47309213754,13618865563,55696.7824,3556111,250570,476
279.36,10779,8868,4792,0.5,118839,68879,93808,34521352334,12409519930,56394.2575,3600204,231135,460
253.68,13884,11649,5393,0.7,161655,102449,126377,49580734026,13547864341,58414.4698,3653227,316788,498
286.14,16535,14543,4432,0.38,131371,82094,103738,31580245373,11678415830,58319.7387,3695217,252995,415
315.86,26531,18976,13827,0.89,134121,81096,109491,43482890266,15232354556,59928.6376,3745532,274241,489
292.9,26418,21067,11650,0.52,128479,77162,107360,35022170593,14345970753,61553.5382,3794241,263791,497
280.68,15388,12669,6777,0.39,125918,75721,102703,27223635401,13795600568,61650.5709,3841807,252652,444
261,19800,17362,7661,0.34,118460,72178,94550,26689728580,12521038121,62556.7775,3877813,240465,436
283.99,24591,18849,13547,0.36,116552,70247,94826,25581333280,13002683664,63113.6089,3911620,248617,407
276.41,28469,23001,15704,0.39,139816,87207,113813,28117349173,16175176848,64997.08,3966364,302032,492
269.05,23123,18727,11412,0.36,137400,86377,107253,24664144555,15136378093,66569.3952,4017151,281465,521
266,27618,23472,11958,0.4,126131,75556,103582,26133024523,14865252727,64822.7346,4060181,271606,490
265.88,24945,19802,12648,0.31,123861,72799,103934,24841070314,13174610768,65978.5137,4095465,258791,450
240.94,29688,22574,16824,0.29,141544,91070,111782,27021742038,13873012367,67085.5686,4137839,295389,499
245.67,23803,21142,9037,0.36,114782,63489,97280,26089973919,12858510908,67464.2959,4176014,248142,433
237.72,26975,21947,12061,0.27,106758,60670,89020,26860797614,10477343982,68072.3545,4205957,225189,397
205.76,31342,24238,14669,0.18,136602,82854,111506,22840512365,13402974481,69107.6248,4243166,302633,387
190.55,29042,25034,10665,0.19,137156,79359,114453,24575033101,14105413216,68636.1856,4285422,291677,364
224.15,31992,25771,13805,0.26,132087,76878,107800,24301621064,14232178771,66929.7884,4326593,283828,367
205.41,25399,18563,12396,0.26,117891,64635,99597,23629822115,14997729804,67583.3821,4374912,260745,322
197.14,20542,18095,8106,0.22,116172,62948,99264,23119742999,12734885135,66162.8973,4407026,249381,332
169.1,23394,21462,6238,0.21,107889,63100,90986,26644007281,10654024056,68590.0251,4434608,231961,303
155.42,26008,23851,7656,0.17,114301,61232,99417,24225254470,11266129267,70207.4606,4466541,249138,302
189.97,22678,18495,10986,0.22,116018,66678,98065,25008451290,11980769662,66693.2842,4505011,248473,325
227.09,18366,14899,9320,0.35,124913,71930,106114,26922445269,14125844187,68408.1739,4555246,271055,318
194.41,25300,18935,13903,0.23,128268,74626,106625,25859171423,12131955982,71183.4584,4591165,270122,347
226.33,23596,16707,11616,0.23,123586,70092,103504,23785270501,11664100238,73430.2935,4633084,250065,358
216.33,19317,14806,10273,0.29,116589,61959,100275,34121661718,10446514542,73178.0557,4671597,232560,302
230.47,22401,17699,10936,0.25,100052,53556,84419,24728177686,9524071657,72967.3365,4698313,205574,283
228.32,25188,19815,12553,0.25,134919,86303,96059,24411781141,11670362240,75690.2025,4735087,260490,313
225.48,26377,21218,13310,0.27,118578,67537,100845,24993645320,13611993829,73612.8357,4773202,263095,301
203.59,24402,21617,8674,0.3,115043,63234,99717,26699669746,12380952661,77165.6725,4814270,242956,333
202.88,19384,16545,9315,0.27,107111,58912,91147,26644959295,10833315646,76836.4143,4848816,223010,336
202.93,20204,17424,7891,0.24,113994,62728,95407,25759576270,10120647777,75616.4916,4878713,225435,309
191.21,25018,21849,8836,0.22,116827,63849,99305,25160319003,11945897337,77536.4097,4910137,246494,381
206.14,13002,10244,6716,0.21,96858,52403,85278,24073380192,9555608826,76584.8357,4937231,198773,284
196.78,16677,9220,11095,0.2,108455,52838,94171,23908993567,11830615520,79028.534,4980374,206624,317
201.33,26835,11759,19139,0.19,135084,79659,104435,22305961187,12631771948,80870.2609,5016799,250090,363
225.9,15073,12701,6323,0.27,106335,60164,91875,25462492943,12712633763,80820.0069,5056152,218582,259
218.12,22160,19381,7465,0.22,111100,64945,94246,25145539900,11528446756,79694.0246,5094519,231068,242
224.39,21879,18232,10445,0.22,109747,64518,92661,24881344614,12302333888,76659.268,5136101,236335,281
220.6,20828,16735,12083,0.19,121420,71796,101323,22630338284,12936116501,79754.3216,5175448,257160,292
253.09,25287,20489,14702,0.23,119715,74476,99278,23984146001,12932883007,78990.8015,5213379,261400,270
264.56,34686,30402,13851,0.24,118506,69967,100014,24293412889,12563169019,80020.6258,5256743,265127,292
269.94,26340,21311,14023,0.31,129098,79241,107440,25187717437,13825333409,82348.3479,5308623,281172,298
296.51,27467,21597,15652,0.32,148408,90294,125036,23836962422,15480719454,83308.9277,5363343,318866,306
295.28,21465,17713,11101,0.28,134629,83024,112265,24062207266,14138834844,84931.897,5415899,280308,304
298.28,34233,28520,17775,0.28,154838,96726,130881,24244829373,15013390317,83442.1715,5475592,338241,340
309.32,39818,31126,25025,0.31,155542,97324,131336,25055821756,16970909183,84627.2607,5536176,356682,353
308.02,41846,34285,22715,0.31,148745,91122,122038,24802395477,16866888987,87270.9302,5591857,338654,342
296.62,32849,27652,16679,0.27,143487,83223,123758,22053673388,16412188461,87653.9263,5653359,333011,350
299.16,46820,31605,26529,0.25,181585,109739,157170,22124106465,19420639505,89584.3061,5732182,410061,344
286.52,44386,39635,16930,0.27,179961,110943,150424,21732658516,22420514846,90812.4199,5817211,413246,392
301.38,40964,33991,21555,0.85,178464,111148,146943,34716303601,23252716251,91289.1473,5873216,413624,437
300.3,43069,34190,24702,0.48,183003,112519,151652,29045025650,22078488852,92534.9297,5940501,428007,455
292.62,40782,33884,20463,0.67,190977,121847,155492,44653492844,21706184631,91777.3051,6011031,443356,407
293.02,38428,28972,22230,0.37,167550,94861,136689,25853813413,19220763789,95425.5042,6074206,377418,380
298.2,33259,24201,18840,0.28,142924,85369,111078,22972240493,15896801546,93281.2322,6133483,309926,340
321.85,42306,35335,18049,0.27,175651,107023,143797,23061643547,17401005729,95741.8313,6192400,392880,401
313.37,45223,38197,16551,0.28,161069,99008,125680,23423033219,17186834718,95942.1567,6259102,364727,409
317.4,37408,31095,17008,0.27,173650,106001,139793,23256200293,17213958732,98296.3711,6329117,374711,392
325.28,45799,37276,18939,0.3,156855,91010,131401,24488987225,15605369701,97228.3329,6381745,352465,411
330.06,46928,37001,20538,0.29,167143,99520,136220,25311366617,14108202514,95339.2953,6432201,352621,269
332.86,37680,30902,15947,0.32,135130,74622,113016,22816054496,14015346534,95944.7226,6477714,306268,269
347.88,42661,29663,22034,0.3,139079,79514,118190,22152769744,15001225365,95506.9876,6527362,324173,271
347.66,44224,37508,17575,0.31,162083,93872,134570,23023333378,16485319187,92566.5693,6580674,363799,303
372.35,53248,42316,25976,0.49,176430,109274,142302,26062902403,20167518335,99235.369,6642881,394649,349
383.86,55640,41252,29767,0.42,186063,110221,151977,25922353625,18328764907,99678.7102,6709938,400220,329
388.33,47100,38547,21120,0.75,188436,117304,150442,36202779201,19022461476,97955.4642,6777810,384421,347
391.42,49881,40020,24549,0.52,179660,110887,144703,29038234385,19038356374,98985.3654,6844179,390997,308
351.03,46707,38427,19069,0.65,153678,90131,127924,62682734227,15951133510,98883.0465,6898581,331797,288
352.45,40893,32137,18155,0.35,139176,79133,115624,24625907338,14093399641,98450.1542,6947983,302525,241
303.7,54859,43334,25058,0.33,205103,131747,156528,27792328086,18669548895,99991.3961,7011013,442592,323
317.94,65984,52634,27420,0.44,196849,122120,159017,30139309787,20587720062,100474.3339,7074268,444572,332
338.92,84991,68152,36823,0.53,209382,127322,170894,36519706124,21850533489,99614.2702,7143084,496376,345
335.37,76371,63389,31226,0.55,189293,116155,148448,36147491376,21860214702,101735.9047,7207582,448347,353
306.72,84237,70617,31767,0.5,196028,114649,158735,42275877643,21076267456,106728.0408,7274207,463670,330
303.79,70600,51690,34611,0.35,166726,101916,133934,29941043195,17994285809,104087.0767,7335378,383654,313
299.21,50845,39773,23779,0.38,150997,80432,126373,36135150446,15867451570,102462.2609,7386143,325128,292
297.95,55147,43733,23417,0.32,173477,102914,136934,26441744516,17619207471,102521.0502,7451114,365384,279
294.1,67716,55200,26455,0.38,196919,125664,152268,28430040166,19047548800,108070.1938,7514809,404898,328
275.84,77818,67479,21766,0.35,171053,108807,130488,27123610125,18052205923,103537.1178,7570012,365679,313
223.14,86968,76420,22260,0.24,191004,123989,140361,28372005082,18330776595,105590.7742,7624729,380251,330
259.57,93625,80903,25960,0.37,205483,132991,164228,35527257414,20666662769,109240.2979,7686030,441767,373
254.49,84355,77503,17679,0.45,156652,90924,128899,35281116400,20417940497,107169.6341,7736219,373764,331
258.4,120269,112178,17443,0.33,137379,68603,116599,32847109838,16461120596,108004.7306,7778747,289517,273
297.53,112304,98120,26752,0.33,179199,99542,146321,27527967857,18065378622,105851.5969,7829239,362764,332
283,107616,99587,19328,0.32,163243,98521,130771,28240983765,18037053711,108650.3899,7884598,337752,315
283.56,73485,65938,18825,0.57,149304,94595,119752,30102925181,19198494584,107391.0713,7950126,324984,297
257.77,104055,95319,18736,0.26,143325,87011,118301,23983898010,17557702349,109411.54,8013152,317074,285
262.94,93423,87043,14886,0.3,121621,73201,101230,24379043547,14989028970,108415.5019,8048785,271470,187
286.14,73157,65781,15073,0.35,121977,76864,93878,23562292733,14148926235,103936.501,8084920,260107,149
282.6,46745,33885,24377,0.44,124968,82678,95742,28226701571,15049348283,106744.3503,8118816,280929,193
294.89,65136,54481,22114,0.37,137729,90409,106226,25547420148,15438672580,101530.2447,8159413,306614,176
288.64,71637,60869,21730,0.36,131700,83226,104643,24571949910,17258565559,102987.1868,8218247,306075,192
309.97,68382,59656,20862,0.42,136268,83120,110591,26548967736,16132176667,105672.8117,8276097,309047,227
302.77,66425,51690,28617,0.34,148276,94611,114793,25409632808,15969409283,101865.3038,8330047,329208,183
292.58,50795,43363,16816,0.3,157275,94935,113951,23184436268,15903325578,97747.1226,8371122,326502,184
302.77,49819,41754,17252,0.38,137391,84594,101896,26231412090,15741288840,97246.8496,8412404,295798,189
303.95,47265,40118,17280,0.38,125039,73202,99159,24190581701,15310702625,101856.5841,8446228,283871,209
296.81,51515,43046,19421,0.35,141143,84804,112241,25376879520,15476144246,101498.7153,8494268,306095,223
291.81,56983,48037,18248,0.34,141952,88539,112797,23882103385,16505707600,101330.3025,8543784,327906,222
291.68,44966,37170,16661,0.37,130083,81424,104349,23689836678,16487207597,104322.349,8589674,307399,226
294.99,45082,34938,20210,0.39,135770,87219,106519,24302843665,15769323939,107720.1602,8628549,314808,189
308.33,45275,36257,18366,0.42,133418,82348,107261,25759310387,16237865284,102813.1953,8667207,319882,202
311.26,47571,39898,17132,0.34,128030,80277,99928,22705744740,14920815678,100704.8489,8702952,291091,197
309.49,53269,44060,19677,0.37,129178,81155,102861,24091593642,15692320454,104067.9114,8744762,296829,205
296.95,59809,49583,20357,0.34,135661,85010,109347,24174030452,16593181455,104686.6792,8798123,328172,204
298.46,70552,59191,23396,0.36,154709,102440,121642,25058292801,16179450785,106119.6349,8843674,349605,232
302.86,54763,44355,20822,0.83,156337,105055,112131,30039329444,16118748639,109279.7021,8886853,344305,235
302.89,67102,55739,23385,0.35,154569,100929,120581,24512657109,16867122755,105449.0222,8936394,363411,230
336.83,71553,59458,24409,0.42,171228,117016,133132,26489325565,16818042076,110049.5848,8988855,379136,246
338.81,64515,55212,19966,0.41,146064,93163,114976,24196653845,16796028877,105135.748,9032579,332169,226
336.58,57436,49955,17469,0.4,140177,84389,113783,23514174126,16839186003,108556.0976,9081675,328921,241
334.23,114782,106158,19849,0.28,144930,85490,117311,16678649826,21922149733,112491.5255,9141530,408297,502
316.14,127424,112579,28205,0.2,190127,128391,127330,14194850634,23228035407,114496.653,9202272,505611,864
313.54,92021,83737,18567,0.2,165860,102853,127271,14081137033,21489016601,113792.9401,9257323,470449,739
307.41,94831,85271,20556,0.18,157431,92370,129967,12235259269,24000639917,117973.6768,9326599,494184,739
303.08,104083,84891,33709,0.27,170757,110607,130666,14610349751,26586311517,117268.4555,9397666,546837,760
299.55,62475,48434,28921,0.15,161304,104675,130282,12128683877,18071912431,116687.3756,9456741,462902,625
294.03,42201,30882,21517,0.13,187439,134249,115300,10751750663,17476517075,118870.2012,9514751,435493,660
285.27,118480,110778,18501,0.16,167894,107199,135801,13780011469,22112574421,117763.0093,9587936,468168,735
296.5,107505,97583,23864,0.22,170724,107759,138439,14415708346,26564339882,121642.1225,9675289,492288,773
296.35,118653,109976,21051,0.19,154826,95840,125623,12720316553,26309948399,118684.8641,9749189,460419,733
295.54,147049,137438,22009,0.17,163207,95611,134796,12385996259,25792258901,114761.8238,9822106,466406,743
296.36,170907,161109,22616,0.18,155329,96833,125321,11545392383,26465608457,117091.7153,9883587,486147,760
293.35,197896,189881,19238,0.15,146685,90134,117934,10491940195,24238961845,118629.8189,9925624,484554,740
304.04,204399,195852,21050,0.15,154087,97040,120384,10371979124,24746206086,117105.7539,9968381,494176,738
306.8,206619,196258,24518,0.17,166929,107189,131539,11808258897,26614306113,115204.0015,10022697,532626,805
303.64,186252,176026,26917,0.19,183766,112772,147678,13692446133,29533828429,119297.9707,10097127,519906,774
289.42,161232,148069,33526,0.2,203403,135825,145504,14979336359,29424380755,120477.0125,10177342,527783,773
284.92,194350,180810,31560,0.2,221245,144288,162897,15919836477,29711567693,115774.5028,10271514,529277,795
304.51,246580,234312,26995,0.17,187279,115114,146121,12781813101,27474314374,113706.9239,10341209,485790,714
300.04,197732,187967,20231,0.16,151881,93122,113083,11624799927,21376023145,111929.8264,10395702,398758,686
296.23,118809,110058,19335,0.14,151377,91437,114033,10703460687,18773996019,117028.67,10446606,417102,725
296.82,114107,99005,27044,0.16,175325,107385,135231,10433598351,21153932849,114621.414,10510014,511663,708
291.84,121380,108698,26106,0.2,176697,109020,135525,13393206633,22865503353,113925.2212,10564204,470418,759
307.35,101054,88584,27793,0.24,190605,120057,146982,16154783877,23449784813,116144.1465,10637775,480413,663
319.66,67641,51168,33338,0.22,191221,122768,148952,15785570759,24998074107,114107.822,10743710,467172,745
296.86,84207,72462,27466,0.19,189377,113268,152352,15036090671,23709873840,115773.7593,10839621,457427,697
314.23,181478,166957,26117,0.19,160813,100902,124376,15394750336,22677610504,115718.414,10916933,394378,687
306.02,169039,157859,24727,0.21,184566,117244,150744,18011273725,22925780729,118263.4894,11003411,434380,625
314.6,167366,155527,25214,0.22,181735,110816,146152,16603636136,24529577479,117469.6839,11085629,443176,742
334.72,138655,125639,31506,0.24,200518,126232,156971,16704405736,25946874938,114709.874,11168202,475984,719
331.2,96798,82469,31752,0.25,223801,143225,179758,17408995522,27301153015,115382.9053,11273048,540593,762
330.32,104895,89592,31814,0.24,203311,125820,159648,16023943398,25488120832,111657.6225,11370633,491482,751
331.72,101046,84600,31512,0.24,213857,137719,165877,16406020669,26784225318,112630.8165,11470443,508590,700
346.65,182238,169780,29226,0.19,184534,114398,148154,13339014477,24532718494,111516.8425,11545243,459679,718
354.6,164981,152200,28857,0.22,190248,118899,149604,14229082585,23975090718,112980.6417,11615183,464563,695
367.71,148398,132553,35711,0.26,220195,128400,177432,16089304528,26027982305,120188.5528,11691168,530141,797
360.52,140449,126103,30968,0.25,218786,140724,176178,17548793491,25906539931,118772.9291,11778600,524044,800
380.84,112818,99830,30491,0.25,221517,142280,177786,16469836119,26017543726,118382.3196,11864256,546489,750
406.57,103305,86193,34451,0.27,226587,138218,180798,15992127664,26725364867,122161.9842,11951294,537068,759
470.43,121361,109799,26554,0.28,218669,135055,177861,15456892039,26317732352,124844.7158,12038971,525529,728
464.61,160731,148969,29781,0.24,217824,134523,172465,12891179323,27394849746,125309.3717,12124340,561166,730
470.54,106957,91653,33830,0.31,221071,138700,174577,14953923259,27674135132,125187.293,12213147,542484,794
475.24,971917,960143,40158,0.29,261418,170477,205707,15537337870,30599511959,123438.9985,12313525,608695,852
466.27,180096,163884,38643,0.31,279130,173676,224940,16779210323,30288687055,121376.5047,12439003,638989,860
427.42,124744,105586,43607,0.29,300257,189342,243867,17499867713,29519996063,123404.9935,12559061,663579,903
434.85,86662,70561,36560,0.28,286670,171516,236007,16354038320,28880894729,124830.2891,12668143,655457,840
461.58,105914,93357,33416,0.31,269459,147037,224048,14561757161,31811531693,125492.702,12772266,622720,882
457.96,112733,99005,35358,0.25,271772,155188,220833,13179215357,30183667434,125605.2762,12867914,627785,858
462.81,94464,75019,40294,0.27,294406,180680,226901,14068434201,33003047721,121828.5383,12971957,693808,943
466.93,68355,53513,32584,0.53,277304,177775,224910,21962218932,34887121288,125869.5928,13097419,701834,1433
453.96,71255,55265,28255,0.78,291425,182058,228534,30921177676,35038771633,123432.1491,13214763,693090,1630
422.48,55487,43668,21357,0.82,382371,227563,326626,42116421717,33872524569,123628.5175,13410344,791746,1801
421.15,51086,38556,21614,1.43,292205,164814,237602,59656597683,37125990058,125209.8857,13570212,659068,1508
451.74,73705,42397,41600,1.36,334093,197191,252137,61102848374,37650148331,127322.6374,13709369,766411,1281
472.86,89545,41490,57982,1.42,314888,198454,218520,55563635227,38152909553,128300.9697,13832187,707223,1324
436.49,87445,58145,42603,1.17,316657,197029,225315,43572173439,41534619670,126733.7869,13947770,716575,1286
513.29,88243,67318,37114,0.95,383467,225404,287946,35272081823,42190609044,128336.6496,14069675,828899,1288
656.52,104217,75689,52278,1.17,413364,269052,306132,38367405491,42534383833,128931.8969,14219175,872340,1443
699.09,105515,81221,49234,1.11,439382,276821,342430,38631503447,41625003479,134096.1365,14415447,909631,1525
693.58,104818,82542,45157,1.26,464402,285412,371653,41791954659,43964305213,137629.7703,14635990,942559,1551
684.27,91856,71569,40775,1.1,428067,266103,335763,35432934113,42607604617,143758.2604,14832218,904346,1437
692.83,111414,89790,43766,1.13,403702,248903,319634,35296363949,42279195527,141945.8652,15010261,899857,1272
717.71,104335,80714,48260,0.96,401426,248403,319203,29121338315,41694276203,142954.4584,15214188,876574,1258
785.99,125115,98066,56888,0.93,470459,271349,383192,27442929390,43186977264,147283.4924,15432559,984021,1353
812.5,135542,104663,64184,1.11,503283,313549,401935,34330952644,43342615632,144785.8066,15663180,1092234,1600
799.17,120047,97917,44827,1.4,493822,304270,406791,41559360197,41579518582,143787.1073,15900724,986104,1668
789.39,173847,151540,47113,1.3,538201,323748,451422,41640835518,42822071285,143918.9673,16160759,1072665,1570
657.83,138657,117023,42063,0.98,568084,369948,436131,40786863196,42339693488,143237.655,16415006,1103523,1519
700.44,171914,146394,47542,0.92,451498,279741,354979,33285710975,41686739250,149570.4924,16628194,918881,1263
